InputStoryid	rightanswer	wronganswer
0394febd-d10a-4528-a0aa-5c4161f7b0d4	upset	received
0394febd-d10a-4528-a0aa-5c4161f7b0d4	upset	raise
0394febd-d10a-4528-a0aa-5c4161f7b0d4	upset	promotion
0394febd-d10a-4528-a0aa-5c4161f7b0d4	boss	received
0394febd-d10a-4528-a0aa-5c4161f7b0d4	boss	raise
0394febd-d10a-4528-a0aa-5c4161f7b0d4	boss	promotion
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	frustrated	felt
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	frustrated	energized
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	frustrated	alert
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	frustrated	morning
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	morning	felt
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	morning	energized
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	morning	alert
0407ab2e-d81c-4b92-b48e-7fc8870c9a84	morning	morning
040c992b-fe9a-4de2-ad2a-815695ea3157	pleased	hoped
040c992b-fe9a-4de2-ad2a-815695ea3157	pleased	someday
040c992b-fe9a-4de2-ad2a-815695ea3157	pleased	place
042bce3b-4390-4d30-9971-eb7a4698b081	liked	disappointed
042bce3b-4390-4d30-9971-eb7a4698b081	train	disappointed
042bce3b-4390-4d30-9971-eb7a4698b081	others	disappointed
042bce3b-4390-4d30-9971-eb7a4698b081	box	disappointed
04756204-9164-47fa-828c-0d395118f43e	become	went
04756204-9164-47fa-828c-0d395118f43e	become	vision
04756204-9164-47fa-828c-0d395118f43e	become	quest
04756204-9164-47fa-828c-0d395118f43e	become	desert
04756204-9164-47fa-828c-0d395118f43e	less	went
04756204-9164-47fa-828c-0d395118f43e	less	vision
04756204-9164-47fa-828c-0d395118f43e	less	quest
04756204-9164-47fa-828c-0d395118f43e	less	desert
04756204-9164-47fa-828c-0d395118f43e	shy	went
04756204-9164-47fa-828c-0d395118f43e	shy	vision
04756204-9164-47fa-828c-0d395118f43e	shy	quest
04756204-9164-47fa-828c-0d395118f43e	shy	desert
04a36104-a4ed-45af-8909-9c3f2552dd4b	decided	knew
04a36104-a4ed-45af-8909-9c3f2552dd4b	decided	every
04a36104-a4ed-45af-8909-9c3f2552dd4b	decided	word
04a36104-a4ed-45af-8909-9c3f2552dd4b	decided	sang
04a36104-a4ed-45af-8909-9c3f2552dd4b	decided	along
04a36104-a4ed-45af-8909-9c3f2552dd4b	liked	knew
04a36104-a4ed-45af-8909-9c3f2552dd4b	liked	every
04a36104-a4ed-45af-8909-9c3f2552dd4b	liked	word
04a36104-a4ed-45af-8909-9c3f2552dd4b	liked	sang
04a36104-a4ed-45af-8909-9c3f2552dd4b	liked	along
04a36104-a4ed-45af-8909-9c3f2552dd4b	much	knew
04a36104-a4ed-45af-8909-9c3f2552dd4b	much	every
04a36104-a4ed-45af-8909-9c3f2552dd4b	much	word
04a36104-a4ed-45af-8909-9c3f2552dd4b	much	sang
04a36104-a4ed-45af-8909-9c3f2552dd4b	much	along
04a36104-a4ed-45af-8909-9c3f2552dd4b	first	knew
04a36104-a4ed-45af-8909-9c3f2552dd4b	first	every
04a36104-a4ed-45af-8909-9c3f2552dd4b	first	word
04a36104-a4ed-45af-8909-9c3f2552dd4b	first	sang
04a36104-a4ed-45af-8909-9c3f2552dd4b	first	along
04a36104-a4ed-45af-8909-9c3f2552dd4b	one	knew
04a36104-a4ed-45af-8909-9c3f2552dd4b	one	every
04a36104-a4ed-45af-8909-9c3f2552dd4b	one	word
04a36104-a4ed-45af-8909-9c3f2552dd4b	one	sang
04a36104-a4ed-45af-8909-9c3f2552dd4b	one	along
04e0425c-65e4-484d-a727-c600be6c114c	less	wished
04e0425c-65e4-484d-a727-c600be6c114c	less	pulling
04e0425c-65e4-484d-a727-c600be6c114c	less	teeth
04e0425c-65e4-484d-a727-c600be6c114c	less	would
04e0425c-65e4-484d-a727-c600be6c114c	less	difficult
04e0425c-65e4-484d-a727-c600be6c114c	hassle	wished
04e0425c-65e4-484d-a727-c600be6c114c	hassle	pulling
04e0425c-65e4-484d-a727-c600be6c114c	hassle	teeth
04e0425c-65e4-484d-a727-c600be6c114c	hassle	would
04e0425c-65e4-484d-a727-c600be6c114c	hassle	difficult
04e0425c-65e4-484d-a727-c600be6c114c	thought	wished
04e0425c-65e4-484d-a727-c600be6c114c	thought	pulling
04e0425c-65e4-484d-a727-c600be6c114c	thought	teeth
04e0425c-65e4-484d-a727-c600be6c114c	thought	would
04e0425c-65e4-484d-a727-c600be6c114c	thought	difficult
04e0425c-65e4-484d-a727-c600be6c114c	would	wished
04e0425c-65e4-484d-a727-c600be6c114c	would	pulling
04e0425c-65e4-484d-a727-c600be6c114c	would	teeth
04e0425c-65e4-484d-a727-c600be6c114c	would	would
04e0425c-65e4-484d-a727-c600be6c114c	would	difficult
051316ed-513e-49ec-ac89-91e86f46d128	parents	parents
051316ed-513e-49ec-ac89-91e86f46d128	parents	rushed
051316ed-513e-49ec-ac89-91e86f46d128	parents	emergency
051316ed-513e-49ec-ac89-91e86f46d128	parents	room
051316ed-513e-49ec-ac89-91e86f46d128	made	parents
051316ed-513e-49ec-ac89-91e86f46d128	made	rushed
051316ed-513e-49ec-ac89-91e86f46d128	made	emergency
051316ed-513e-49ec-ac89-91e86f46d128	made	room
051316ed-513e-49ec-ac89-91e86f46d128	go	parents
051316ed-513e-49ec-ac89-91e86f46d128	go	rushed
051316ed-513e-49ec-ac89-91e86f46d128	go	emergency
051316ed-513e-49ec-ac89-91e86f46d128	go	room
051316ed-513e-49ec-ac89-91e86f46d128	school	parents
051316ed-513e-49ec-ac89-91e86f46d128	school	rushed
051316ed-513e-49ec-ac89-91e86f46d128	school	emergency
051316ed-513e-49ec-ac89-91e86f46d128	school	room
051316ed-513e-49ec-ac89-91e86f46d128	got	parents
051316ed-513e-49ec-ac89-91e86f46d128	got	rushed
051316ed-513e-49ec-ac89-91e86f46d128	got	emergency
051316ed-513e-49ec-ac89-91e86f46d128	got	room
051316ed-513e-49ec-ac89-91e86f46d128	science	parents
051316ed-513e-49ec-ac89-91e86f46d128	science	rushed
051316ed-513e-49ec-ac89-91e86f46d128	science	emergency
051316ed-513e-49ec-ac89-91e86f46d128	science	room
053d6f31-6989-4aee-bfda-01d5b52c6bc3	im	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	im	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	im	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	im	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	im	company
053d6f31-6989-4aee-bfda-01d5b52c6bc3	sure	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	sure	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	sure	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	sure	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	sure	company
053d6f31-6989-4aee-bfda-01d5b52c6bc3	kids	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	kids	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	kids	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	kids	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	kids	company
053d6f31-6989-4aee-bfda-01d5b52c6bc3	hate	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	hate	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	hate	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	hate	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	hate	company
053d6f31-6989-4aee-bfda-01d5b52c6bc3	mowing	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	mowing	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	mowing	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	mowing	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	mowing	company
053d6f31-6989-4aee-bfda-01d5b52c6bc3	lawns	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	lawns	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	lawns	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	lawns	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	lawns	company
053d6f31-6989-4aee-bfda-01d5b52c6bc3	well	kids
053d6f31-6989-4aee-bfda-01d5b52c6bc3	well	opening
053d6f31-6989-4aee-bfda-01d5b52c6bc3	well	lawn
053d6f31-6989-4aee-bfda-01d5b52c6bc3	well	mowing
053d6f31-6989-4aee-bfda-01d5b52c6bc3	well	company
054e6e40-539e-4b88-b81d-acec771d42cb	depressed	delighted
054e6e40-539e-4b88-b81d-acec771d42cb	depressed	dropped
054e6e40-539e-4b88-b81d-acec771d42cb	depressed	toast
0564eefd-c7de-4e5c-a95c-dd5871c80597	stop	watch
0564eefd-c7de-4e5c-a95c-dd5871c80597	stop	enough
0564eefd-c7de-4e5c-a95c-dd5871c80597	stop	tv
0564eefd-c7de-4e5c-a95c-dd5871c80597	watching	watch
0564eefd-c7de-4e5c-a95c-dd5871c80597	watching	enough
0564eefd-c7de-4e5c-a95c-dd5871c80597	watching	tv
0564eefd-c7de-4e5c-a95c-dd5871c80597	much	watch
0564eefd-c7de-4e5c-a95c-dd5871c80597	much	enough
0564eefd-c7de-4e5c-a95c-dd5871c80597	much	tv
0564eefd-c7de-4e5c-a95c-dd5871c80597	tv	watch
0564eefd-c7de-4e5c-a95c-dd5871c80597	tv	enough
0564eefd-c7de-4e5c-a95c-dd5871c80597	tv	tv
05899f50-d247-4cf0-8eae-96cd8a207521	got	threw
05899f50-d247-4cf0-8eae-96cd8a207521	got	books
05899f50-d247-4cf0-8eae-96cd8a207521	got	ground
05c22a76-3d6f-47e7-84a1-97247e3f3973	morning	branda
05c22a76-3d6f-47e7-84a1-97247e3f3973	morning	awoke
05c22a76-3d6f-47e7-84a1-97247e3f3973	morning	feeling
05c22a76-3d6f-47e7-84a1-97247e3f3973	morning	refreshed
05c22a76-3d6f-47e7-84a1-97247e3f3973	discovered	branda
05c22a76-3d6f-47e7-84a1-97247e3f3973	discovered	awoke
05c22a76-3d6f-47e7-84a1-97247e3f3973	discovered	feeling
05c22a76-3d6f-47e7-84a1-97247e3f3973	discovered	refreshed
05c22a76-3d6f-47e7-84a1-97247e3f3973	mice	branda
05c22a76-3d6f-47e7-84a1-97247e3f3973	mice	awoke
05c22a76-3d6f-47e7-84a1-97247e3f3973	mice	feeling
05c22a76-3d6f-47e7-84a1-97247e3f3973	mice	refreshed
05c22a76-3d6f-47e7-84a1-97247e3f3973	eaten	branda
05c22a76-3d6f-47e7-84a1-97247e3f3973	eaten	awoke
05c22a76-3d6f-47e7-84a1-97247e3f3973	eaten	feeling
05c22a76-3d6f-47e7-84a1-97247e3f3973	eaten	refreshed
05c22a76-3d6f-47e7-84a1-97247e3f3973	snacks	branda
05c22a76-3d6f-47e7-84a1-97247e3f3973	snacks	awoke
05c22a76-3d6f-47e7-84a1-97247e3f3973	snacks	feeling
05c22a76-3d6f-47e7-84a1-97247e3f3973	snacks	refreshed
05d11eb3-d52f-451f-a8d5-b87815bf90d0	mother	mother
05d11eb3-d52f-451f-a8d5-b87815bf90d0	mother	left
05d11eb3-d52f-451f-a8d5-b87815bf90d0	mother	casserole
05d11eb3-d52f-451f-a8d5-b87815bf90d0	mother	oven
05d11eb3-d52f-451f-a8d5-b87815bf90d0	mother	long
05d11eb3-d52f-451f-a8d5-b87815bf90d0	mother	burned
05d11eb3-d52f-451f-a8d5-b87815bf90d0	exceptionally	mother
05d11eb3-d52f-451f-a8d5-b87815bf90d0	exceptionally	left
05d11eb3-d52f-451f-a8d5-b87815bf90d0	exceptionally	casserole
05d11eb3-d52f-451f-a8d5-b87815bf90d0	exceptionally	oven
05d11eb3-d52f-451f-a8d5-b87815bf90d0	exceptionally	long
05d11eb3-d52f-451f-a8d5-b87815bf90d0	exceptionally	burned
05d11eb3-d52f-451f-a8d5-b87815bf90d0	friendly	mother
05d11eb3-d52f-451f-a8d5-b87815bf90d0	friendly	left
05d11eb3-d52f-451f-a8d5-b87815bf90d0	friendly	casserole
05d11eb3-d52f-451f-a8d5-b87815bf90d0	friendly	oven
05d11eb3-d52f-451f-a8d5-b87815bf90d0	friendly	long
05d11eb3-d52f-451f-a8d5-b87815bf90d0	friendly	burned
05e5583a-c950-49f3-a03e-80d7f9ccefa6	year	quit
05e5583a-c950-49f3-a03e-80d7f9ccefa6	year	never
05e5583a-c950-49f3-a03e-80d7f9ccefa6	year	looked
05e5583a-c950-49f3-a03e-80d7f9ccefa6	year	back
05e5583a-c950-49f3-a03e-80d7f9ccefa6	later	quit
05e5583a-c950-49f3-a03e-80d7f9ccefa6	later	never
05e5583a-c950-49f3-a03e-80d7f9ccefa6	later	looked
05e5583a-c950-49f3-a03e-80d7f9ccefa6	later	back
05e5583a-c950-49f3-a03e-80d7f9ccefa6	promoted	quit
05e5583a-c950-49f3-a03e-80d7f9ccefa6	promoted	never
05e5583a-c950-49f3-a03e-80d7f9ccefa6	promoted	looked
05e5583a-c950-49f3-a03e-80d7f9ccefa6	promoted	back
063af65a-1a14-4e04-b79d-b66777b91fc0	meanwhile	went
063af65a-1a14-4e04-b79d-b66777b91fc0	meanwhile	online
063af65a-1a14-4e04-b79d-b66777b91fc0	meanwhile	researched
063af65a-1a14-4e04-b79d-b66777b91fc0	meanwhile	law
063af65a-1a14-4e04-b79d-b66777b91fc0	meanwhile	schools
063af65a-1a14-4e04-b79d-b66777b91fc0	friends	went
063af65a-1a14-4e04-b79d-b66777b91fc0	friends	online
063af65a-1a14-4e04-b79d-b66777b91fc0	friends	researched
063af65a-1a14-4e04-b79d-b66777b91fc0	friends	law
063af65a-1a14-4e04-b79d-b66777b91fc0	friends	schools
063af65a-1a14-4e04-b79d-b66777b91fc0	unemployed	went
063af65a-1a14-4e04-b79d-b66777b91fc0	unemployed	online
063af65a-1a14-4e04-b79d-b66777b91fc0	unemployed	researched
063af65a-1a14-4e04-b79d-b66777b91fc0	unemployed	law
063af65a-1a14-4e04-b79d-b66777b91fc0	unemployed	schools
06a3ba2b-f701-4eab-955a-774cf9007f51	cold	sweaty
06a3ba2b-f701-4eab-955a-774cf9007f51	cold	day
06a3ba2b-f701-4eab-955a-774cf9007f51	day	sweaty
06a3ba2b-f701-4eab-955a-774cf9007f51	day	day
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	spit	chief
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	spit	decided
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	spit	dinner
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	spit	together
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	chiefs	chief
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	chiefs	decided
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	chiefs	dinner
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	chiefs	together
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	food	chief
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	food	decided
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	food	dinner
06cd3c42-5bc1-4e45-a47d-fa5dd5f107ef	food	together
06d5e337-e032-4a10-8d2d-2c9fe301562c	left	toe
06d5e337-e032-4a10-8d2d-2c9fe301562c	left	amputated
06d5e337-e032-4a10-8d2d-2c9fe301562c	new	toe
06d5e337-e032-4a10-8d2d-2c9fe301562c	new	amputated
06d5e337-e032-4a10-8d2d-2c9fe301562c	crown	toe
06d5e337-e032-4a10-8d2d-2c9fe301562c	crown	amputated
070e2318-a4a9-43ad-bc6f-0d3b9c695496	family	family
070e2318-a4a9-43ad-bc6f-0d3b9c695496	family	disappointed
070e2318-a4a9-43ad-bc6f-0d3b9c695496	relieved	family
070e2318-a4a9-43ad-bc6f-0d3b9c695496	relieved	disappointed
072d9ec3-59de-4550-b424-03e09cf89e6c	learned	watched
072d9ec3-59de-4550-b424-03e09cf89e6c	learned	another
072d9ec3-59de-4550-b424-03e09cf89e6c	learned	scary
072d9ec3-59de-4550-b424-03e09cf89e6c	learned	movie
072d9ec3-59de-4550-b424-03e09cf89e6c	lesson	watched
072d9ec3-59de-4550-b424-03e09cf89e6c	lesson	another
072d9ec3-59de-4550-b424-03e09cf89e6c	lesson	scary
072d9ec3-59de-4550-b424-03e09cf89e6c	lesson	movie
07672a63-3a12-4a43-9750-aa6dc3124835	best	thrilled
07672a63-3a12-4a43-9750-aa6dc3124835	best	speed
07672a63-3a12-4a43-9750-aa6dc3124835	best	quiz
07672a63-3a12-4a43-9750-aa6dc3124835	anyway	thrilled
07672a63-3a12-4a43-9750-aa6dc3124835	anyway	speed
07672a63-3a12-4a43-9750-aa6dc3124835	anyway	quiz
07a92fc3-4284-45cb-814e-385057317b49	methodical	sloppy
07a92fc3-4284-45cb-814e-385057317b49	methodical	using
07a92fc3-4284-45cb-814e-385057317b49	methodical	legos
07a92fc3-4284-45cb-814e-385057317b49	using	sloppy
07a92fc3-4284-45cb-814e-385057317b49	using	using
07a92fc3-4284-45cb-814e-385057317b49	using	legos
07a92fc3-4284-45cb-814e-385057317b49	legos	sloppy
07a92fc3-4284-45cb-814e-385057317b49	legos	using
07a92fc3-4284-45cb-814e-385057317b49	legos	legos
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	good	decided
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	good	make
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	good	fried
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	good	chicken
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	good	instead
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	girlfriend	decided
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	girlfriend	make
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	girlfriend	fried
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	girlfriend	chicken
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	girlfriend	instead
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	liked	decided
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	liked	make
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	liked	fried
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	liked	chicken
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	liked	instead
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	pizza	decided
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	pizza	make
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	pizza	fried
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	pizza	chicken
0847d0d3-f4e9-4153-8525-6ec5c176b3e0	pizza	instead
08612a8a-63b3-4ceb-b68a-51e27f703062	customer	kept
08612a8a-63b3-4ceb-b68a-51e27f703062	customer	wallet
08612a8a-63b3-4ceb-b68a-51e27f703062	thanked	kept
08612a8a-63b3-4ceb-b68a-51e27f703062	thanked	wallet
086bc3cb-e02f-4798-b7fa-5c870e814a68	went	yelled
086bc3cb-e02f-4798-b7fa-5c870e814a68	went	man
086bc3cb-e02f-4798-b7fa-5c870e814a68	went	let
086bc3cb-e02f-4798-b7fa-5c870e814a68	went	go
086bc3cb-e02f-4798-b7fa-5c870e814a68	went	mugger
086bc3cb-e02f-4798-b7fa-5c870e814a68	date	yelled
086bc3cb-e02f-4798-b7fa-5c870e814a68	date	man
086bc3cb-e02f-4798-b7fa-5c870e814a68	date	let
086bc3cb-e02f-4798-b7fa-5c870e814a68	date	go
086bc3cb-e02f-4798-b7fa-5c870e814a68	date	mugger
086bc3cb-e02f-4798-b7fa-5c870e814a68	man	yelled
086bc3cb-e02f-4798-b7fa-5c870e814a68	man	man
086bc3cb-e02f-4798-b7fa-5c870e814a68	man	let
086bc3cb-e02f-4798-b7fa-5c870e814a68	man	go
086bc3cb-e02f-4798-b7fa-5c870e814a68	man	mugger
086bc3cb-e02f-4798-b7fa-5c870e814a68	fell	yelled
086bc3cb-e02f-4798-b7fa-5c870e814a68	fell	man
086bc3cb-e02f-4798-b7fa-5c870e814a68	fell	let
086bc3cb-e02f-4798-b7fa-5c870e814a68	fell	go
086bc3cb-e02f-4798-b7fa-5c870e814a68	fell	mugger
0896e674-6572-4bc9-b977-e2c097846f39	felt	realized
0896e674-6572-4bc9-b977-e2c097846f39	felt	playing
0896e674-6572-4bc9-b977-e2c097846f39	felt	baseball
0896e674-6572-4bc9-b977-e2c097846f39	felt	really
0896e674-6572-4bc9-b977-e2c097846f39	felt	lot
0896e674-6572-4bc9-b977-e2c097846f39	felt	fun
0896e674-6572-4bc9-b977-e2c097846f39	confident	realized
0896e674-6572-4bc9-b977-e2c097846f39	confident	playing
0896e674-6572-4bc9-b977-e2c097846f39	confident	baseball
0896e674-6572-4bc9-b977-e2c097846f39	confident	really
0896e674-6572-4bc9-b977-e2c097846f39	confident	lot
0896e674-6572-4bc9-b977-e2c097846f39	confident	fun
0896e674-6572-4bc9-b977-e2c097846f39	playing	realized
0896e674-6572-4bc9-b977-e2c097846f39	playing	playing
0896e674-6572-4bc9-b977-e2c097846f39	playing	baseball
0896e674-6572-4bc9-b977-e2c097846f39	playing	really
0896e674-6572-4bc9-b977-e2c097846f39	playing	lot
0896e674-6572-4bc9-b977-e2c097846f39	playing	fun
0896e674-6572-4bc9-b977-e2c097846f39	football	realized
0896e674-6572-4bc9-b977-e2c097846f39	football	playing
0896e674-6572-4bc9-b977-e2c097846f39	football	baseball
0896e674-6572-4bc9-b977-e2c097846f39	football	really
0896e674-6572-4bc9-b977-e2c097846f39	football	lot
0896e674-6572-4bc9-b977-e2c097846f39	football	fun
089aff51-0bfe-4108-b13d-eb10e982de9d	descended	never
089aff51-0bfe-4108-b13d-eb10e982de9d	descended	bored
089aff51-0bfe-4108-b13d-eb10e982de9d	screamed	never
089aff51-0bfe-4108-b13d-eb10e982de9d	screamed	bored
089aff51-0bfe-4108-b13d-eb10e982de9d	terror	never
089aff51-0bfe-4108-b13d-eb10e982de9d	terror	bored
08a5571c-8367-4492-9b1d-cd6285e01a51	began	began
08a5571c-8367-4492-9b1d-cd6285e01a51	began	shivering
08a5571c-8367-4492-9b1d-cd6285e01a51	sweat	began
08a5571c-8367-4492-9b1d-cd6285e01a51	sweat	shivering
08b2f43a-9110-4db9-9445-ac5ac57343cb	ecstatic	disappointed
08c6c7e0-e74e-431e-987d-6ae1bb460aab	thank	never
08c6c7e0-e74e-431e-987d-6ae1bb460aab	thank	liked
08c6c7e0-e74e-431e-987d-6ae1bb460aab	thank	things
08c6c7e0-e74e-431e-987d-6ae1bb460aab	thank	grandma
08c6c7e0-e74e-431e-987d-6ae1bb460aab	thank	said
08c6c7e0-e74e-431e-987d-6ae1bb460aab	grandma	never
08c6c7e0-e74e-431e-987d-6ae1bb460aab	grandma	liked
08c6c7e0-e74e-431e-987d-6ae1bb460aab	grandma	things
08c6c7e0-e74e-431e-987d-6ae1bb460aab	grandma	grandma
08c6c7e0-e74e-431e-987d-6ae1bb460aab	grandma	said
08c6c7e0-e74e-431e-987d-6ae1bb460aab	giving	never
08c6c7e0-e74e-431e-987d-6ae1bb460aab	giving	liked
08c6c7e0-e74e-431e-987d-6ae1bb460aab	giving	things
08c6c7e0-e74e-431e-987d-6ae1bb460aab	giving	grandma
08c6c7e0-e74e-431e-987d-6ae1bb460aab	giving	said
08c6c7e0-e74e-431e-987d-6ae1bb460aab	lifes	never
08c6c7e0-e74e-431e-987d-6ae1bb460aab	lifes	liked
08c6c7e0-e74e-431e-987d-6ae1bb460aab	lifes	things
08c6c7e0-e74e-431e-987d-6ae1bb460aab	lifes	grandma
08c6c7e0-e74e-431e-987d-6ae1bb460aab	lifes	said
08c6c7e0-e74e-431e-987d-6ae1bb460aab	philosophy	never
08c6c7e0-e74e-431e-987d-6ae1bb460aab	philosophy	liked
08c6c7e0-e74e-431e-987d-6ae1bb460aab	philosophy	things
08c6c7e0-e74e-431e-987d-6ae1bb460aab	philosophy	grandma
08c6c7e0-e74e-431e-987d-6ae1bb460aab	philosophy	said
091a21be-0d56-4fbd-9795-5adc740c099d	hands	threw
091a21be-0d56-4fbd-9795-5adc740c099d	hands	salve
091a21be-0d56-4fbd-9795-5adc740c099d	hands	trash
091a21be-0d56-4fbd-9795-5adc740c099d	got	threw
091a21be-0d56-4fbd-9795-5adc740c099d	got	salve
091a21be-0d56-4fbd-9795-5adc740c099d	got	trash
091a21be-0d56-4fbd-9795-5adc740c099d	better	threw
091a21be-0d56-4fbd-9795-5adc740c099d	better	salve
091a21be-0d56-4fbd-9795-5adc740c099d	better	trash
09578abd-d8e2-470a-8540-80b85346141c	said	told
09578abd-d8e2-470a-8540-80b85346141c	said	loves
09578abd-d8e2-470a-8540-80b85346141c	said	pineapple
09578abd-d8e2-470a-8540-80b85346141c	yes	told
09578abd-d8e2-470a-8540-80b85346141c	yes	loves
09578abd-d8e2-470a-8540-80b85346141c	yes	pineapple
095c7dd6-8992-4914-97ab-11706e635ee0	became	mean
095c7dd6-8992-4914-97ab-11706e635ee0	became	dog
095c7dd6-8992-4914-97ab-11706e635ee0	nice	mean
095c7dd6-8992-4914-97ab-11706e635ee0	nice	dog
095c7dd6-8992-4914-97ab-11706e635ee0	us	mean
095c7dd6-8992-4914-97ab-11706e635ee0	us	dog
0976d6a0-08d4-4d71-8c86-546bb1ef9831	decided	made
0976d6a0-08d4-4d71-8c86-546bb1ef9831	decided	curtains
0976d6a0-08d4-4d71-8c86-546bb1ef9831	decided	rest
0976d6a0-08d4-4d71-8c86-546bb1ef9831	decided	rooms
0976d6a0-08d4-4d71-8c86-546bb1ef9831	decided	house
0976d6a0-08d4-4d71-8c86-546bb1ef9831	hire	made
0976d6a0-08d4-4d71-8c86-546bb1ef9831	hire	curtains
0976d6a0-08d4-4d71-8c86-546bb1ef9831	hire	rest
0976d6a0-08d4-4d71-8c86-546bb1ef9831	hire	rooms
0976d6a0-08d4-4d71-8c86-546bb1ef9831	hire	house
0976d6a0-08d4-4d71-8c86-546bb1ef9831	professional	made
0976d6a0-08d4-4d71-8c86-546bb1ef9831	professional	curtains
0976d6a0-08d4-4d71-8c86-546bb1ef9831	professional	rest
0976d6a0-08d4-4d71-8c86-546bb1ef9831	professional	rooms
0976d6a0-08d4-4d71-8c86-546bb1ef9831	professional	house
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	thought	decided
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	thought	didnt
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	thought	like
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	thought	babies
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	could	decided
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	could	didnt
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	could	like
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	could	babies
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	honorary	decided
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	honorary	didnt
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	honorary	like
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	honorary	babies
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	aunt	decided
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	aunt	didnt
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	aunt	like
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02	aunt	babies
09be0ffe-6425-4dc5-b5dd-d634ee5d7138	whole	ginas
09be0ffe-6425-4dc5-b5dd-d634ee5d7138	whole	parents
