storyid,answer,sentence1,sentence1_sentiment,sentence1_sentiment_score,sentence2,sentence2_sentiment,sentence2_sentiment_score
8a08d003-5758-43c6-b3d2-2b7f3e2634df,1,"When they exited the cafe, Casey confronted Tom.",Neutral,0.61,Casey congratulated Tom and Susan when they came out.,Positive,0.84
249bca8a-7ba2-4a3b-b37d-93727811e0cd,1,I decided to head to Starbucks instead.,Negative,0.08,I never drank coffee.,Negative,0.23
dbe37a14-f13e-4226-93a0-1f18a5ed50a3,1,Sarah then happily watched the show.,Neutral,0.70,Sarah could not find anything to watch.,Negative,0.01
f78fb292-b127-492f-86cb-ec34e74e25e1,1,Benny's team won the title.,Neutral,0.33,Benny decided to quit running.,Negative,0.13
36edc618-da45-4573-812b-5c89b0f161cd,1,Danny never ate peas again.,Neutral,0.45,Danny asked for more peas.,Positive,0.82
2b141969-16e3-471b-a39b-3f8d95e3dfd9,1,I was so happy when I made it back to my house.,Positive,0.97,I could not find my way back from the post office.,Neutral,0.31
182548b0-a968-419a-9f70-8dc4a0c9f9a5,1,The teacher eventually stopped putting her pencil cup out.,Negative,0.06,The teacher rewarded everyone with candy.,Positive,0.88
113d8720-4f7a-46b5-9c1e-c3676496a610,1,Tom decided to buy more racing games to enjoy the wheel with.,Positive,0.89,Tom broke the wheel because he didn't like racing games.,Negative,0.08
009c79f2-f612-483a-9199-d6d9ca361525,1,Kevin and his girlfriend liked doing things together.,Positive,0.98,Kevin and his girlfriend never got along.,Negative,0.05
cb7989d9-784c-4d5d-86d8-efb318998212,2,My cousins started drinking more water.,Positive,0.75,My cousins sued the water company.,Neutral,0.44
4942c71b-dcc5-46f6-b59f-84d778a84e40,1,She saved enough money to buy a cell phone on her own.,Positive,0.96,Kim saved up enough money to buy a used car.,Positive,0.90
d960b283-4e42-4349-9bc6-17149e98289e,2,Gina got her pilot's license the next day.,Positive,0.94,Gina changed her mind after the bully walked by and hit her.,Positive,0.92
1933a286-a8bf-42f1-be87-f1054c5f0f70,1,Jake bought 15 shirts.,Positive,0.80,He bought 10 pairs of pants.,Positive,0.81
2edc5f04-1636-4c2c-843c-10365f60ddd4,1,My brother freaked out.,Neutral,0.68,My brother kept it that way.,Positive,0.87
e476fa34-33bb-40f5-a6c7-cb8ff8ec1aba,2,Don went to eat chicken wings.,Negative,0.21,Don had a great time skating for the first time.,Positive,0.95
2f082b42-7108-4f42-abf1-7a8632ffbb98,2,Brian's girlfriend left him.,Neutral,0.59,Brian and his girlfriend had sex after they got home.,Neutral,0.64
2e9d8d5b-40ed-4052-bf72-d07cd3d31b3e,2,Lizzie left all of her belongings to one child in her will.,Neutral,0.55,Lizzie's children had to negotiate their mother's belongings.,Neutral,0.66
7f0992fd-0b4b-48f4-8990-a328b9a1a5f7,1,Bob worked hard and reopened his business.,Positive,0.97,Bob's business succeeded.,Positive,0.84
44ac815d-f034-404c-b524-1728abe2aebe,2,The coach asked Mike to put on a ballet costume.,Positive,0.84,The coach told him he'd made the team.,Positive,0.83
744cc602-3e57-4a9e-8b4c-97f72793b3c3,1,"He loved the clean, fresh air.",Positive,0.99,The shark in the boat swung his head around and bit his leg.,Negative,0.25
5e712713-1fce-40c5-989c-34bf426e622a,2,All the girls quiet book club.,Positive,0.78,They have fun gossiping.,Positive,0.94
9670dfd2-eacc-45b1-b87d-bab0813fe547,1,She won the game by guessing correctly.,Positive,0.87,She called the police to report the suspected crime.,Neutral,0.50
551587c8-85b4-4413-b49b-84ac3a631777,1,The rich man was hated.,Negative,0.03,Everyone offered to buy the rich man dinner.,Positive,0.84
cb3b7985-513f-4eb3-9026-9ae8b7b58976,1,Opal asked her aunt to make her some stew.,Positive,0.94,Opal's stew was better than her aunt's.,Positive,0.83
d1ba101d-1f33-4d22-9c98-916ec815ec6c,1,She ate them both right away!,Neutral,0.28,Linda did not like bananas.,Negative,0.05
b6307880-70ab-423e-af68-a26b1461d7c1,1,Nelly wanted nice weather.,Positive,0.92,Nelly had been looking forward to rain.,Positive,0.82
b8f28589-b42d-45e3-972e-069060a80737,1,"When it was finished, we enjoyed the delicious peach ice cream.",Positive,0.95,We threw the ice cream out after it was finished.,Negative,0.14
4bc08145-5637-47ab-b05c-f8afbfca269e,1,The doctor greeted him calmly and he felt better.,Neutral,0.72,Ben was having so much fun there.,Positive,0.99
f96ab42c-c6bf-4ead-b7da-6111cad2352f,2,Dan did not like the idea of the dance.,Negative,0.02,Dan went to the dance and had a lot of fun.,Positive,0.99
f1662972-ab99-4ce3-83d4-bfe2acf724c9,1,Jill ate it and it kept her going until lunch.,Neutral,0.47,Jill stopped talking to Lou.,Negative,0.11
3b1027c5-b9f8-4aca-b741-5288076d0a5a,1,Ed was shocked called the police for an investigation.,Neutral,0.41,Ed was delighted to see this.,Positive,0.97
7ed233c8-a6d3-42ef-9d10-bc4b279f3016,1,John's dog was scolded severely.,Neutral,0.28,John's dog fell asleep.,Negative,0.21
2a68c0f7-e86e-47a1-89bc-78ec8a3dde8e,1,Sam was happy with the dentist he chose.,Positive,0.95,Sam's dentist removed all his teeth and made him dentures.,Positive,0.92
abfa88a3-e73c-469d-843b-ca6917206b18,2,Tom's dad was not helpful ever.,Negative,0.01,Tom's dad was always there for Tom.,Positive,0.97
9f418885-4f93-4c26-aa37-446a07f6a260,1,She woke up her roommate.,Neutral,0.43,Jill danced with excitement.,Positive,0.96
2424878e-7198-4758-847b-a3ee0f915209,2,Paulo hates his candles.,Negative,0.25,Paulo likes his candles.,Positive,0.96
b3f8a440-58a2-4440-9b2d-759a78e64000,1,Clint shot wildly as they burst through the door.,Neutral,0.39,Clint opened the door and invited them in for drinks.,Positive,0.92
8519b75d-3df6-46de-ba49-0c7624581ee1,1,A new spot had opened up and Kayla could be in the show.,Positive,0.93,Kayla became obsessed with giraffes and got a job at the zoo.,Positive,0.94
3621fbb3-62a5-4602-bb0d-35e7ae6fbc22,1,Ralph is glad he looks cleaner.,Positive,0.92,Ralph combed his long beard.,Positive,0.84
c6e09baa-51dc-454c-a77c-8ebe7c2c63a7,2,They loved Tiny.,Neutral,0.69,Simon's parents were mad at Tiny.,Negative,0.22
1774924c-a8ee-4931-a80f-3f79bee6f324,1,David rode his bike every day.,Positive,0.94,David ran away from home.,Neutral,0.36
06d5e337-e032-4a10-8d2d-2c9fe301562c,2,While there I had my toe amputated.,Neutral,0.45,I left with a new crown.,Neutral,0.43
b5744737-3ac9-4cf4-a3fd-054a1e6956b2,1,Walter realized he'd accidentally been pulling up her flowers!,Positive,0.89,Walter continued to pull up the stray plants.,Neutral,0.67
a0342429-43a0-46e2-b3ca-2166bd1be7bf,2,She hated it.,Negative,0.00,She loved it.,Positive,0.98
01df4eef-791e-44b3-989b-2465df6a5f6b,1,Rory got very sick and vomited all over the sidewalk.,Negative,0.01,Rory went to a restaurant and ate a huge meal.,Neutral,0.44
45ff55e6-4e35-4dbb-8b58-db56dfb68db1,2,Thomas was grateful his friends were so loyal.,Positive,0.94,Thomas became friends with the smaller kid.,Neutral,0.67
410bbdbd-300d-44e1-b107-733b453ccf33,2,Afterward the floor was sparkling and Mary was furious about it.,Positive,0.83,After an hour the floor was gleaming and Mary was very pleased.,Positive,0.91
8b867eaa-b5c7-424a-8966-92620678453d,2,The mother put them up for adoption.,Positive,0.92,"Their mom could still tell them apart, though.",Neutral,0.74
cbde08c3-c0c2-401f-988d-7d2eb13ab8fa,2,Gino got the job because of his experience.,Positive,0.95,Geno struggles for a while but gets the hang of it.,Positive,0.88
528b12f8-a694-4880-bdd9-606109270701,1,James woke up later and felt much better.,Neutral,0.37,James was having a great morning.,Positive,0.94
298e28f7-11bc-4006-a979-1a8136466e1b,1,Janet was content with the result of the match.,Neutral,0.61,Janet won the first place trophy.,Neutral,0.64
e0bc2ab4-3028-45a2-b1de-6c57960b93f5,2,The waiter put the order in.,Neutral,0.71,The waiter gave them more time.,Neutral,0.65
424b175d-4754-44f7-8f68-54247d31c444,2,Jack swallowed the ball.,Negative,0.07,Jack was shook up.,Neutral,0.26
6642a270-ccde-467b-bd7b-29011690b997,1,Kenya screamed.,Positive,0.83,Kenya kissed the man under the mask.,Positive,0.86
369bf95c-c21c-4301-aaa0-ec59b1f816aa,1,She called her parents right away to share the good news.,Neutral,0.69,She was so embarrassed she didn't tell anyone.,Negative,0.05
58e092ff-517b-4441-a676-7d14c3da6de6,1,He found a rare plant.,Positive,0.93,He found diced cucumbers.,Neutral,0.61
30abc49c-1d03-4179-b78b-2ed9810c0bc9,1,The migraines lessened their intensity.,Positive,0.95,She was sad her migraines went away.,Neutral,0.40
d4604356-e7f8-4c35-b6bf-2c2c7615053d,1,Francine then became more comfortable.,Positive,0.92,Francine could not find any tips to help her.,Neutral,0.30
a2a34230-3be3-4dd3-a76d-90f1300e15e7,1,His family loved it.,Positive,0.98,He paid the chef $500 to prepare the meal.,Neutral,0.69
ff076fa5-a71c-49fc-a366-b6f69d9bb64e,1,I brought the beer home and enjoyed my first legal drink!,Positive,0.99,I decided not to drink the beer.,Negative,0.11
b1722096-9501-4f16-a4a3-e9ca7a77da54,2,They all thought sand castles were stupid.,Negative,0.03,The finished the castle in two hours.,Positive,0.84
53544b69-29eb-42e8-87a1-f0237df2c73d,1,Shawn hopes the pillow works.,Positive,0.88,Shawn hope to return the pillow.,Negative,0.11
0a2a79f9-d08b-4fd4-b8e7-49e0b6e07f04,2,Harry laughed and popped the balloon with a dart.,Positive,0.85,He was happy he decided to go on the balloon ride.,Positive,0.96
e50751b4-acf2-4751-81c5-5a5888bf8f91,1,The neighbor ended up just driving her to work himself.,Neutral,0.43,The neighbor had a history of minor kleptomania.,Neutral,0.69
f3a2b24e-3f37-47b4-98ff-d128cca05564,1,I was very angry at Jarrett.,Negative,0.03,Jarrett did not give Tony money.,Negative,0.05
db332cc3-4873-409f-89ba-ca07672122d0,2,Amy made popcorn.,Positive,0.92,Amy went online to watch it instead.,Negative,0.09
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c,2,Starved he order nachos when he reached the bar.,Positive,0.87,Daniel always felt that dumplings were a good deal.,Positive,0.99
1d8e3279-66af-402e-bbea-55c150948e0c,1,My girlfriend was happy that I remembered her birthday.,Positive,0.96,My girlfriend dumped me for another man.,Neutral,0.67
63df9477-2e6b-44f1-9117-f3ca869e2f51,1,He ended up having a wonderful time with his co-workers.,Positive,0.92,He had a terrible time at the party.,Negative,0.06
0f29fff9-862f-4625-bc6f-27c9cacc86c8,2,Ed's parents grounded him.,Positive,0.76,Ed's parents were proud.,Neutral,0.67
8ada6bec-d05a-461f-bdf6-2f57a73c4444,1,Felipe wanted to make grits more often.,Positive,0.85,Felipe didn't like grits.,Negative,0.06
91211aed-0a32-45fb-8d49-4cf3a027ebeb,2,Olaf took a pinch of salt for the roll recipe.,Neutral,0.71,The bank tellers always sighed but didn't mind Olaf.,Neutral,0.48
e7577666-082c-4327-bf2e-282ea059af05,1,Gina ate some of the mincemeat pie.,Neutral,0.30,Gina ate mincemeat pie every day.,Neutral,0.29
226e79b4-a12c-40b8-86b9-161b7c66b91a,2,Taylor was delighted by the news.,Positive,0.96,So Taylor got a job.,Positive,0.96
ebd77568-058e-47db-96dc-f1c8db01cd79,1,When Gina went home she cried to her mom.,Positive,0.94,When Gina went home she told her mom what a great day she had.,Positive,0.96
d4bda8ea-e665-449f-be2f-ef8317618625,2,Michael decided that using calendars wasn't worth it.,Negative,0.02,Michael was more careful with his calendars in the future.,Neutral,0.57
88d08dc2-59da-4922-9d9b-309d44974a5b,1,The new accountant wanted to adjust to his surroundings.,Positive,0.94,The new accountant told the supervisor he was quitting.,Negative,0.03
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43,2,Cary danced around the pole to the music.,Positive,0.94,Cary was still terrible and everyone made fun of her again.,Positive,0.83
41d2699b-417c-405e-b064-ca58faeeecb2,1,Aya was thrilled!,Positive,0.98,Aya hated plants.,Negative,0.02
8004298f-1c6e-4219-9cb4-663348e70f9e,1,Liza hurried to shore.,Negative,0.19,Liza gently stroked the shark's fin.,Positive,0.98
dde98c28-b82a-4b83-a88b-b57e6ff4e351,1,They got married and had nothing further to do with me.,Positive,0.77,They both congratulated me on my marriage.,Positive,0.94
9fe313a1-5055-4b6e-b50b-a4b668f74dee,2,We were so angry we sent them away immediately.,Negative,0.03,We had them start the work the next day.,Positive,0.87
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94,1,Tom was able to build the boat within one month.,Positive,0.87,Tom never got the supplies he needed to build the boat.,Negative,0.24
15771d3c-ba5b-4c86-b32b-6c135dd50baf,1,He barely made it in time.,Negative,0.14,He decided to go back to work instead.,Negative,0.15
3d2a1dd1-a38d-4658-95f5-82aa1a6e0e6e,2,Bradley passed and did well.,Positive,0.96,Bradley failed and was upset.,Negative,0.01
9b879208-2e67-47e5-98e5-ea99f1d8d314,1,"It took some time, but Kelly found her earring again.",Positive,0.81,The earring had come into the possession of a traveling merchant.,Neutral,0.49
d83ef440-4fa6-4426-8bcd-70338fb9a544,1,He put the letter back in the mailbox.,Positive,0.78,He threw the rest of the mail in the box on the ground.,Negative,0.19
be14517c-c919-4c80-8fb5-4f031cdf31d0,2,Harry was very happy.,Positive,0.99,Harry was very sad.,Neutral,0.39
83914073-5e91-451f-9a69-43f1b3c797e9,2,Hank hates hairy faces.,Negative,0.19,Hank decided he liked his beard.,Positive,0.94
2e32664e-6990-42f6-86e8-82286265236e,1,Samantha was able to break the ice by talking about peaches.,Positive,0.83,Samantha told her date everything she knew about apples.,Positive,0.97
0faf4829-3b27-42d3-a69f-2d6036b110f3,1,Tara was grateful to her boss.,Positive,0.97,Tara was angered by this.,Negative,0.03
24ba63b9-aabc-4927-9f56-74183a5427f1,2,Earl was happy that the day was nice and calm.,Positive,0.97,Earl was shocked as Jack drove away.,Neutral,0.42
c6838be1-3f80-48c7-93c8-65600207519e,2,Davids mom took him to get a kitten.,Positive,0.83,His mom said yes he could keep the puppy.,Positive,0.89
0d6b1a7d-fd07-438f-86dc-bdfec017f3c6,1,"Now, playing or seeing baseball on TV reminds me of my father.",Positive,0.99,I can't sit through an entire baseball game without boredom.,Negative,0.01
e0ddda5b-d2cd-4ed6-9a67-78552a4e1eff,2,It was one of the most enjoyable nights ever.,Positive,0.99,The headache went away in about twenty minutes.,Negative,0.02
6729f80f-222c-440e-ab28-a7ebf4395e1a,1,The jars made great holiday gifts for friends and family.,Positive,0.99,Canned blackberries have a long shelf life.,Neutral,0.39
bded688a-0180-492e-86b0-887e9cc15ace,1,Mary felt very hurt.,Negative,0.00,Mary felt very appreciated.,Positive,0.97
2cf77ebf-5215-4dd2-b21d-f2850ce52853,2,Ron didn't meet the requirements and got hired anyway.,Negative,0.01,Ron was happy because he knew how to speak Spanish.,Positive,0.94
d8d9ee72-734e-4c19-ae47-ab61fe891717,2,Shelly was happy about the good haircut.,Positive,0.94,Shelly was sad and learned her lesson.,Positive,0.83
c00a9e8f-bcb9-4d96-872e-9b99b397cc3b,1,Penny loved gaming.,Positive,0.95,Penny was not very competitive.,Negative,0.05
7290a85e-13fc-4dd5-b73d-aadf754c2d5a,1,Kimmy saw several owls fly away into the night.,Neutral,0.71,Kimmy turned on her flashlight to scream at the owls in fright.,Negative,0.25
f3cb247a-f1b3-4ec1-9763-1d8583ab6c01,2,Sal ripped up his designs and threw them away.,Negative,0.06,Sal was excited for his future with the businessman.,Positive,0.89
3ad7a689-5ee2-4d5a-9b82-208ca0a36121,2,Eric had been interested in keeping pigeons for years.,Positive,0.92,"While he chased the bird, more pigeons ran after his food.",Neutral,0.30
906dbd83-9979-4c1b-8339-abe614cbee3a,2,Stella decided to take as shower.,Positive,0.87,Stella wondered what was going on.,Positive,0.82
a6918937-3d5b-4759-9786-8c36514405f6,2,He didn't like drones.,Negative,0.21,He bought the drone.,Positive,0.76
11312653-e7ee-436b-95cc-7db0d3ddbc2a,2,Jordyn decided he didn't want to go to Disney World anymore.,Neutral,0.67,Jordyn wants to meet Mickey Mouse.,Positive,0.82
f71f59a5-5f5f-408e-a3ca-389362f24b06,2,We all hate diary products.,Negative,0.17,We all love ice cream.,Positive,0.98
19ef0af4-17cb-4cfc-84f9-d5f4abd5ec56,2,But Ray wasn't worried.,Neutral,0.64,Ray hoped the bear wouldn't find him.,Negative,0.23
a6537ce0-9dea-4767-b784-32009ff760de,1,Rachel ignored their cruel comments.,Neutral,0.60,Rachel was inspired by their comments.,Positive,0.93
6ba50375-d487-4dc7-b221-f2fb6e41662a,1,Ida thought the hardwood floors made her house feel like a home.,Positive,0.96,Ida re-installed the carpet in the living room the next day.,Positive,0.95
bb9b6983-1bf5-4ffa-8772-671c152d7f69,1,Now my sister-in-law has to use dentures.,Positive,0.96,Now my sister-in-law enjoys hard candy and caramel apples.,Positive,0.99
bb408d56-4cef-41fd-97c6-f467d200823f,1,Jon spent the rest of the night with friends.,Positive,0.94,Jon was angry at his friends.,Neutral,0.30
73031690-c6b8-4d60-a66e-2b2b0a6cc214,2,Jimmy quit his job two weeks later.,Neutral,0.26,Jimmy was very happy to have a job right after graduating.,Positive,0.98
582377f7-0fc9-42ff-99f2-d409161f7584,1,Ray threw his pork chops in the trash can.,Neutral,0.41,Ray felt very proud of himself.,Neutral,0.51
21d0745c-ff36-4ac9-a663-a26cfd692922,2,His dad praised him for his hard work.,Positive,0.81,Rick learned a valuable lesson that week.,Positive,0.85
3b988a66-2c66-45a3-ac0d-df8829a25536,1,Frank was very grateful for the gift.,Positive,0.99,Frank threw the wagon away.,Neutral,0.33
42b12f6d-811e-4a0f-bd1f-5d7fdde74973,2,Julie's teammates said she let down the team.,Negative,0.15,Julie's first goal won the game.,Positive,0.85
8b288aad-1884-42a5-a026-28ba8e277b51,1,I find driving much more convenient than bikes and mass transit.,Positive,0.94,I now ride my bike or take mass transit to get around.,Positive,0.95
