InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp	rightanswer_len	wronganswer_len	diff_len	rightanswer_numwords	wronganswer_numwords	diff_numwords
e519c10e-174a-4185-b90f-b46a31c7e594	0.4	When Mary was a child, her class visited an apple orchard. Hungry Mary snuck off behind some bushes to eat an apple she picked. Years later, she felt guilty because she had not paid for the apple. Though a relatively trivial matter, it weighed on her conscience.	Mary decided to visit the orchard and pay them.	Mary decided to visit the orchard and steal another apple.	1	1	0	0	1	1	0	0	0	1	0	1	47	58	0	9	10	0
ea35dab1-a7a9-42b3-a004-5aa1f7fa6961	0.4	As Archie was walking home, he noticed the sky was getting dark. He decided to run home instead of walk. The rainy started to pour. Archie couldn't run home fast enough.	His clothes got completely soaked.	He was happy it rained.	1	0	0	1	1	1	1	0	0	0	1	0	34	23	1	5	5	0
793b5e9d-2389-422a-a0fc-9120c32368f7	0.4	Class started in 10 minutes and I had a math assignment due. My older friend volunteered to do it for me. Unfortunately, my teacher found out about the copying. She crumbled my paper and threw it in the trash.	My teacher gave me an F for the assignment.	My teacher gave me an A on the paper.	1	0	0	0	1	0	0	1	0	1	1	1	43	37	1	9	9	0
2331fb84-fb71-4791-8558-9b1e5b9efbbc	0.4	Mill was headed to his first day of school. When he arrived to class the teacher sat him with other black kids. Mill couldn't understand why he couldn't sit up front. His teacher told him the back is the spot he belongs.	Mill learned later that his teacher was racist.	Mill was the only girl in the whole class.	1	0	1	0	1	0	1	1	1	0	0	0	47	42	1	8	9	0
16ad1194-9ddd-4208-b1ae-662685540723	0.4	Janet wanted to convince her friend Marge that palm reading is bunk. She agreed to undergo a palm reading with Marge. The palm reader informed Janet that her brother was angry with her. Janet did not have a brother.	Marge treated Janet to dinner for trying to warn her.	Janet created an imaginary brother and is institutionalized.	1	1	0	1	1	0	0	1	0	1	0	0	53	60	0	10	8	1
aaadc831-8ca3-45fb-b4f6-ae75ff1bb976	0.4	Chuck came home from work. He turned on Netflix. His favorite show on Netflix was Breaking Bad. Chuck watched Breaking Bad for 8 hours.	Chuck realized that it was 2 in the morning.	He was mad that he watched Breaking Bad.	1	1	0	0	1	1	0	0	0	1	0	1	44	40	1	9	8	1
785bba1a-1ad8-4379-8650-54b5989b3417	0.4	Today was Lara's birthday! Her boyfriend, George came over to her house and cooked dinner. They watched a movie together and cuddled on the couch. After the movie, George gave her a silver necklace.	She was thrilled.	She never had George over for dinner again.	1	1	0	0	1	1	0	0	0	1	0	1	17	43	0	3	8	0
4c445946-83b1-4292-b568-4210084fadd3	0.4	I was lost in the forest. I panicked because the woods were so thick. I kept walking and walking, until I was ready to give up. All the sudden, I heard a car go by.	I was so relieved!	I never found my way home.	1	1	0	0	1	1	0	0	0	1	0	1	18	26	0	4	6	0
1be17a8e-1f59-425c-ba4f-9adf7a2081c0	0.4	Andrew owns a summer house. He goes there every year. This year he lost his job. He has to sell his summer house.	Andrew was sad, but the money was needed.	Andrew changed his mind and spent months at the summer house.	1	1	0	1	1	0	0	0	0	0	1	1	41	61	0	8	11	0
21d35db7-01c2-42f1-8715-e0b5aadc7363	0.4	Every morning my dog, Rex, wakes me up by licking my face. One Saturday morning I woke up to find Rex nowhere to be found. I looked all over for Rex until I found her in the laundry room. There she was licking four adorable newborn puppies.	We took pictures.	I couldn't find my dog anywhere.	1	1	0	0	1	1	0	0	0	1	0	1	17	32	0	3	6	0
5eeb38c0-0f8e-4a5c-8837-dff3addc42bb	0.4	James wasn't into soccer, but he played it anyways. He was actually a great player. Eventually he was offered a scholarship to play for TCU. He wanted to go to college so he kept playing.	He went to TCU and graduated.	He declined the offer and just stayed at home.	1	0	1	0	1	0	1	0	1	0	1	0	29	46	0	6	9	0
2f3ecc20-034e-4518-ae01-6de8ba346f8b	0.4	I was ill-prepared for my final exam coming up. I decided to make a cheat sheet to use in class. I was nervous, but needed an A. I put my cheat sheet in my palm and used it.	The teacher caught and suspended me.	I was very proud of myself.	1	0	0	1	1	1	1	1	0	0	0	0	36	27	1	6	6	0
eb54d515-c1da-4419-a591-3aecd7a2c385	0.4	I love making Popsicles. I get a lot of juice and pour it in the molds. When I take them out of the freezer they are so good. The taste is so rich.	The popsicles are great.	I make the worst popsicles I have ever tasted.	1	1	0	1	1	0	0	0	0	0	1	1	24	46	0	4	9	0
52e42087-99a0-4e42-a652-87e96e27600b	0.4	Alfred was sitting alone in his room when he heard a strange sound. The sound was getting louder and louder. Alfred was too scared to investigate the sound. Suddenly the sound stopped.	Alfred realized it was his dog.	Alfred was disappointed.	1	1	0	0	1	0	1	1	0	0	0	1	31	24	1	6	3	1
b74839a1-9b15-41b1-92a5-132c4907f6e3	0.4	Debbie wanted to be a rock star. After she graduated she moved to LA to start a band. She had no money and less experience. She saved up to buy a guitar.	Debbie practiced every day for four hours.	She practiced the drums every day.	1	1	0	0	1	1	0	0	0	1	0	1	42	34	1	7	6	1
b3863c6c-9f9a-4d16-885a-b5cc373d546f	0.4	Jane hated how her frugal dad made them save tinsel from the tree. She let her kids throw away handfuls of the silvery stuff. Then, Jane noticed her kids weren't grateful for their presents. She thought they didn't care how hard she worked to buy them.	So she started making them earn their luxuries.	She decided that she should buy them more presents.	1	1	0	0	1	1	0	0	0	1	0	1	47	51	0	8	9	0
04e0425c-65e4-484d-a727-c600be6c114c	0.4	Tim had a dentist appointment today. He was going to get his wisdom teeth pulled. His dentist numbed his gums. His wisdom teeth popped out instantly.	It was less hassle than he thought it would be.	He wished pulling the teeth would be more difficult.	1	1	0	1	1	1	0	0	0	0	0	1	47	52	0	10	9	1
16849c78-6b2d-4958-9dff-f069edcd8fee	0.4	Henderson had dreamed of having a small coffee shop. He started saving up his money to open a shop downtown. Finally it was the day to open his new shop! Henderson had many customers on his first day.	Henderson's coffee shop was very successful.	Henderson had the close the store the next day.	1	0	1	1	1	0	0	1	1	0	0	0	44	47	0	6	9	0
c7ff55ff-b1dd-4e58-a69c-f13e52dae9a8	0.4	Sandy went into the kitchen to get something to drink. She kept hearing a rattling by the stove but couldn't see anything. She opened the fridge to get the pitcher of tea. About that time out pops the mouse from the stove.	Sandy screamed and ran!	Sandy poured some tea in a saucer for the mouse.	1	1	0	1	1	0	0	1	0	0	0	1	23	48	0	4	10	0
3b2cb247-5223-4325-8a0a-23fdf36937e4	0.4	Jim was teaching his son to ride a bike. At first he taught the boy with training wheels. Then he removed the wheels. Jim was so happy he almost cried to see his son peddling.	This was Jim's proudest moment as a parent.	Jim re-attached the training wheels.	1	0	0	1	1	1	0	1	0	0	0	1	43	36	1	8	5	1
a429271f-ead7-4f3a-b974-99cb05fe22c8	0.4	Eric hired a clown to entertain guests for his son's birthday party. The clown arrived 20 minutes late to the party. The clown's stunts were really mundane. The guests were not entertained whatsoever.	Eric wrote a bad review on the clown online.	Eric told all his friends they should hire the clown.	1	1	0	0	1	1	0	0	0	1	0	1	44	53	0	9	10	0
11c5044b-c77f-490e-b715-fca31ed9d469	0.4	Today's lab assignment turned out to be a disaster. Since my teammates were confused, I had to guide them. This includes showing them how to do every procedure. Although we finished after everyone else, I put in a lot of effort.	I carried the team.	The team didn't need me that day.	1	1	0	0	1	0	0	0	0	1	1	1	19	33	0	4	7	0
e8def160-fa30-47c6-93c4-e4d9110c4dfd	0.4	Nate was going to buy a new car. He went to a dealership last week. Nate spent hours there, haggling with several different salespeople. Eventually, he just gave up.	Nate decided to buy a bicycle instead.	Nate decided that haggling at yard sales would be more fun.	1	1	0	0	1	0	0	1	0	0	1	1	38	59	0	7	11	0
656d7561-b7e6-44d4-a13f-8a99a57e348e	0.4	Bill called a customer service line to complain about his bank. He was put on hold for 30 minutes. During this time Bill got madder and madder. Suddenly the phone clicked and Bill's call was dropped.	Bill called the number again and yelled until he was satisfied.	Bill woke up the next day with a toothache.	1	1	1	0	1	0	1	0	1	0	0	0	63	43	1	11	9	1
37f647b7-56eb-4a33-af14-0542cb2fa8f2	0.4	I went to the store hoping to buy some chips. But I couldn't decide what I wanted there were so many to choose from! Do I get potato chips, doritos, fritos, maybe pretzels? Finally, I knew what I wanted.	I wanted the pretzels.	I didn't want any chips after all.	1	1	0	1	1	0	0	0	0	0	1	1	22	34	0	4	7	0
2505fe98-6e74-4f3d-9712-d98c6494d4bd	0.4	Tim had just gotten fired from his job. He had no money and no place to live. He asked his parents if he could stay there. They graciously let him stay at their home.	Tim was glad to have somewhere to stay.	Tim said he would not be able to afford the rent.	1	1	0	0	1	1	0	1	0	0	0	1	39	49	0	8	11	0
db32455b-4aac-47cf-9004-e4d09544cb6b	0.4	Tom loved burgers. He went to his friends house to eat dinner. They were having burgers made of turkey not beef. Tom got angry when he found this out.	Tom complained all evening about the turkey burgers.	Tom was excited about the turkey burgers.	1	0	1	0	1	0	1	1	1	0	0	0	52	41	1	8	7	1
e77a197d-1359-4b2e-b9eb-1d110488e635	0.4	Ava and Jim decided to take their little boy to the circus. They thought he'd love the performers and animals. But when they took him, they got a shock. The poor little boy wailed with terror!	He finally calmed down and enjoyed it.	The parents left the boy and went home.	1	1	0	0	1	1	0	0	0	1	0	1	38	39	0	7	8	0
4481a3e4-c70f-4fd0-ab6a-def6bc4324c7	0.4	Joy loves to grow roses. She waters her roses every day. One day Joy saw a red rose opening. She was so happy.	The rose was perfect.	Joy decided not to grow any more roses.	1	1	0	0	1	1	0	0	0	1	0	1	21	39	0	4	8	0
f3f817a0-a0ef-4912-a4e6-e108adfc883b	0.4	It was Anne's daughter Stacey's first birthday. Anne was excited to give her daughter this special day. She couldn't wait to share it with her. Unfortunately it started to rainy.	Anne was not pleased that it was raining.	Anne was very pleased that it was raining.	1	0	1	0	1	0	1	1	1	0	0	0	41	42	0	8	8	0
2256154c-cedf-430d-ac8f-bb4379c3b3ad	0.4	Ed was playing baseball in his yard. He swung the bat and hit the ball. Then he flinched. The ball had shattered the neighbor's window!	Ed was scared.	Ed was happy.	1	0	0	1	1	0	0	1	0	0	1	1	14	13	1	3	3	0
6b9718e2-b1ab-4dcf-b403-e99080ccf81e	0.4	The landlord banged on His' door and demanded rent. Gus told the landlord that he didn't have the money. The landlord stormed into the apartment and grabbed Gus's valuables. The landlord took them to his truck and locked it up.	Gus tried to get the money so he could get his things back.	Gus just laughed at his landlord.	1	1	0	0	1	1	0	0	0	1	0	1	59	33	1	13	6	1
49128d68-fe21-43fd-a62f-ab2035bd3d23	0.4	Kenny was an electrical engineer. He loved working with circuits and wiring panels. One day he accidentally electrocuted himself badly. He was injured and scared.	Kenny thought maybe he should seek another profession.	Kenny looked forward to conquering his fears.	1	0	1	0	1	1	1	0	1	0	0	0	54	45	1	8	7	1
f877d83a-63df-4f4e-a426-14fd933427d8	0.4	Ora had to get a false tooth and she was sad. She thought it would be ugly and she would be mocked. Then she saw the tooth the dentist had put in. It looked exactly like her other teeth!	Ora was happy with her new smile.	Ora decided to never smile again.	1	1	0	0	1	1	0	0	0	1	0	1	33	33	0	7	6	1
85f9cc45-fbdb-4a78-8f11-cea72d3bd788	0.4	Samantha had recently purchased a used car. She loved everything about the car except for the color. She took her car to her local paint shop. She got it painted a bright pink color.	Samantha likes the color of her car now.	Samantha thinks her bus looks pretty now.	1	0	1	0	1	0	1	0	1	0	0	1	40	41	0	8	7	1
8f55a729-3a3f-477a-a41b-f2dae9c3a421	0.4	Molly's computer broke last week and she knew she needed a new one. Her computer had fallen off of the table on accident. Molly went to the store to look for a new computer to buy. She wasn't sure which one was the best so she asked the worker.	The worker recommended a few different computers to Molly.	The worker told Molly to keep using the computer she had at home.	1	1	0	0	1	1	0	0	0	1	0	1	58	65	0	9	13	0
4201794f-5b4d-4d87-8bc0-c45b465cae07	0.4	A man made a small mark on the back of a playing card. He slid it into the deck without anyone noticing. During a game he saw the card on the top of the deck. The man made a large bet.	The man was caught cheating.	The man was glad he didn't cheat.	1	1	0	0	1	1	0	0	0	1	0	1	28	33	0	5	7	0
f43554e9-3edd-4699-9b7c-1e21add50f5f	0.4	Bob was listening to his favorite album on his new stereo system. The sound quality of his new system was great. You could hear the sound clearly from every room in his house. All of a sudden, his cat scratched one of his speakers.	Bob's stereo system was ruined.	Bob was proud of his cat.	1	1	0	0	1	0	0	1	0	1	0	1	31	25	1	5	6	0
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c	0.4	Today was my 1st grade field trip. My class went to the field in the back of the school. Many students and faculty were resting on towels placed on the ground. In addition, many sports took place.	I got a nice sun tan that day.	I was hit in the face with a football and got a black eye.	1	1	0	0	1	1	0	1	0	0	0	1	30	58	0	8	14	0
7ea05154-6bc0-4713-9928-d100b7833b54	0.4	Tonya owned a small toad. Tanya would always bring her toad with her to a swamp. She would sit with her toad by the side of a pond. One day a fish came and ate her toad!	Tonya was heart broken.	Tonya laughed hysterically at the fish.	1	1	0	0	1	1	0	0	0	1	0	1	23	39	0	4	6	0
6fc5851b-bb63-4cac-a099-d4c5aa2de0d8	0.4	Mitch had really bad acne. He ordered acne wash from Amazon. He washed his face with the acne wash every morning. His face cleared up within a few weeks.	Mitch was very happy with the results.	Mitch was upset that the acne cream didn't work.	1	1	0	0	1	1	0	1	0	0	0	1	38	48	0	7	9	0
99d14ada-400e-43bb-9b0f-35d14c9d57b7	0.4	Tori stole a candy cane from her Christmas tree. Her mother had told her not to. She thought she had gotten away with it. However, her mother noticed and punished her.	Tori was grounded.	Tori was happy her mother knew.	1	1	0	1	1	0	0	0	0	0	1	1	18	31	0	3	6	0
3258c738-0ac4-4d26-9148-2e5f11a97e80	0.4	Shay was meeting with a woman who wanted to hire a nanny. They met in a Starbucks and ordered some drinks. With their drinks, they sat down and got to know each other. Finally, the woman offered Shay the position.	Shay was thrilled.	Shay refused the woman's offer.	1	1	0	0	1	1	0	0	0	1	0	1	18	31	0	3	5	0
